date,provincie,version,cases,deceased,most_likely,low_90,high_90
2020-02-28,Drenthe,26.0,0.0,0.0,0.0,0.0,10.81
2020-02-29,Drenthe,26.0,0.0,0.0,0.4,0.0,8.73
2020-03-01,Drenthe,26.0,0.0,0.0,0.46,0.0,7.1
2020-03-02,Drenthe,26.0,0.0,0.0,0.51,0.0,6.15
2020-03-03,Drenthe,26.0,0.0,0.0,0.55,0.0,5.55
2020-03-04,Drenthe,26.0,2.0,0.0,0.58,0.0,5.11
2020-03-05,Drenthe,26.0,0.0,0.0,0.6,0.0,4.79
2020-03-06,Drenthe,26.0,0.0,0.0,1.84,0.0,5.06
2020-03-07,Drenthe,26.0,2.0,0.0,1.53,0.0,4.56
2020-03-08,Drenthe,26.0,3.0,0.0,1.36,0.0,4.21
2020-03-09,Drenthe,26.0,0.0,0.0,1.27,0.0,3.95
2020-03-10,Drenthe,26.0,5.0,0.0,1.21,0.0,3.74
2020-03-11,Drenthe,26.0,0.0,0.0,1.16,0.0,3.57
2020-03-12,Drenthe,26.0,2.0,0.0,1.11,0.0,3.43
2020-03-13,Drenthe,26.0,0.0,0.0,1.07,0.0,3.32
2020-03-14,Drenthe,26.0,2.0,0.0,0.63,0.0,3.0
2020-03-15,Drenthe,26.0,0.0,0.0,1.0,0.0,3.2
2020-03-16,Drenthe,26.0,1.0,0.0,0.97,0.0,3.11
2020-03-17,Drenthe,26.0,2.0,0.0,1.34,0.0,3.25
2020-03-18,Drenthe,26.0,5.0,0.0,1.28,0.0,3.12
2020-03-19,Drenthe,26.0,3.0,1.0,1.51,0.01,3.2
2020-03-20,Drenthe,26.0,6.0,0.0,1.66,0.07,3.27
2020-03-21,Drenthe,26.0,6.0,0.0,1.55,0.04,3.07
2020-03-22,Drenthe,26.0,4.0,0.0,1.47,0.0,2.9
2020-03-23,Drenthe,26.0,7.0,1.0,1.57,0.09,2.99
2020-03-24,Drenthe,26.0,6.0,0.0,1.64,0.11,2.99
2020-03-25,Drenthe,26.0,5.0,0.0,1.68,0.15,2.98
2020-03-26,Drenthe,26.0,12.0,0.0,1.82,0.25,3.08
2020-03-27,Drenthe,26.0,8.0,1.0,1.79,0.28,3.0
2020-03-28,Drenthe,26.0,17.0,0.0,1.65,0.22,2.8
2020-03-29,Drenthe,26.0,15.0,0.0,1.64,0.26,2.77
2020-03-30,Drenthe,26.0,4.0,0.0,1.54,0.2,2.61
2020-03-31,Drenthe,26.0,9.0,1.0,1.45,0.22,2.54
2020-04-01,Drenthe,26.0,20.0,1.0,1.46,0.19,2.49
2020-04-02,Drenthe,26.0,15.0,3.0,1.54,0.27,2.57
2020-04-03,Drenthe,26.0,12.0,1.0,1.45,0.23,2.45
2020-04-04,Drenthe,26.0,20.0,2.0,1.3,0.15,2.27
2020-04-05,Drenthe,26.0,16.0,0.0,1.17,0.05,2.09
2020-04-06,Drenthe,26.0,9.0,0.0,1.06,0.02,1.98
2020-04-07,Drenthe,26.0,3.0,2.0,1.03,0.0,1.95
2020-04-08,Drenthe,26.0,14.0,0.0,1.16,0.06,2.1
2020-04-09,Drenthe,26.0,18.0,0.0,1.27,0.14,2.23
2020-04-10,Drenthe,26.0,22.0,0.0,1.29,0.15,2.23
2020-04-11,Drenthe,26.0,21.0,1.0,1.23,0.12,2.15
2020-04-12,Drenthe,26.0,15.0,0.0,0.98,0.03,1.88
2020-04-13,Drenthe,26.0,9.0,0.0,0.79,0.0,1.74
2020-04-14,Drenthe,26.0,6.0,0.0,0.59,0.0,1.64
2020-04-15,Drenthe,26.0,6.0,5.0,0.6,0.0,1.67
2020-04-16,Drenthe,26.0,13.0,1.0,0.69,0.0,1.75
2020-04-17,Drenthe,26.0,13.0,1.0,0.8,0.0,1.82
2020-04-18,Drenthe,26.0,18.0,2.0,0.8,0.0,1.82
2020-04-19,Drenthe,26.0,12.0,0.0,0.71,0.0,1.76
2020-04-20,Drenthe,26.0,9.0,0.0,0.62,0.0,1.71
2020-04-21,Drenthe,26.0,5.0,1.0,0.63,0.0,1.73
2020-04-22,Drenthe,26.0,5.0,2.0,0.64,0.0,1.74
2020-04-23,Drenthe,26.0,14.0,0.0,0.66,0.0,1.76
2020-04-24,Drenthe,26.0,16.0,2.0,0.67,0.0,1.77
2020-04-25,Drenthe,26.0,11.0,0.0,0.68,0.0,1.78
2020-04-26,Drenthe,26.0,0.0,0.0,0.53,0.0,1.66
2020-04-27,Drenthe,26.0,13.0,0.0,0.48,0.0,1.63
2020-04-28,Drenthe,26.0,0.0,0.0,0.41,0.0,1.54
2020-04-29,Drenthe,26.0,5.0,3.0,0.44,0.0,1.58
2020-04-30,Drenthe,26.0,6.0,0.0,0.46,0.0,1.62
2020-05-01,Drenthe,26.0,2.0,0.0,0.43,0.0,1.59
2020-05-02,Drenthe,26.0,6.0,1.0,0.45,0.0,1.63
2020-05-03,Drenthe,26.0,1.0,0.0,0.42,0.0,1.6
2020-05-04,Drenthe,26.0,3.0,0.0,0.44,0.0,1.65
2020-05-05,Drenthe,26.0,4.0,0.0,0.45,0.0,1.69
2020-05-06,Drenthe,26.0,2.0,0.0,0.42,0.0,1.65
2020-05-07,Drenthe,26.0,0.0,0.0,0.43,0.0,1.69
2020-05-08,Drenthe,26.0,1.0,0.0,0.41,0.0,1.66
2020-05-09,Drenthe,26.0,1.0,6.0,0.42,0.0,1.71
2020-05-10,Drenthe,26.0,1.0,0.0,0.43,0.0,1.75
2020-05-11,Drenthe,26.0,1.0,0.0,0.44,0.0,1.79
2020-05-12,Drenthe,26.0,1.0,0.0,0.45,0.0,1.84
2020-05-13,Drenthe,26.0,1.0,0.0,0.46,0.0,1.88
2020-05-14,Drenthe,26.0,0.0,0.0,0.47,0.0,1.92
2020-05-15,Drenthe,26.0,1.0,2.0,0.47,0.0,1.95
2020-05-16,Drenthe,26.0,0.0,0.0,0.48,0.0,1.99
2020-05-17,Drenthe,26.0,0.0,0.0,0.48,0.0,2.02
2020-05-18,Drenthe,26.0,1.0,0.0,0.49,0.0,2.05
2020-05-19,Drenthe,26.0,0.0,0.0,0.49,0.0,2.08
2020-05-20,Drenthe,26.0,2.0,0.0,0.5,0.0,2.11
2020-05-21,Drenthe,26.0,0.0,0.0,0.57,0.0,2.27
2020-05-22,Drenthe,26.0,2.0,0.0,0.58,0.0,2.27
2020-05-23,Drenthe,26.0,3.0,0.0,0.58,0.0,2.27
2020-05-24,Drenthe,26.0,0.0,0.0,0.58,0.0,2.28
2020-05-25,Drenthe,26.0,1.0,0.0,0.5,0.0,2.16
2020-05-26,Drenthe,26.0,0.0,0.0,0.5,0.0,2.18
2020-05-27,Drenthe,26.0,0.0,0.0,0.51,0.0,2.21
2020-05-28,Drenthe,26.0,0.0,0.0,0.51,0.0,2.23
2020-05-29,Drenthe,26.0,0.0,0.0,0.52,0.0,2.25
2020-05-30,Drenthe,26.0,0.0,0.0,0.61,0.0,2.41
2020-05-31,Drenthe,26.0,4.0,0.0,0.61,0.0,2.41
2020-06-01,Drenthe,26.0,0.0,0.0,0.61,0.0,2.4
2020-06-02,Drenthe,26.0,2.0,0.0,0.61,0.0,2.4
2020-06-03,Drenthe,26.0,0.0,0.0,0.61,0.0,2.39
2020-06-04,Drenthe,26.0,2.0,0.0,0.61,0.0,2.39
2020-06-05,Drenthe,26.0,4.0,0.0,0.6,0.0,2.38
2020-06-06,Drenthe,26.0,0.0,0.0,0.6,0.0,2.38
2020-06-07,Drenthe,26.0,4.0,0.0,0.6,0.0,2.38
2020-06-08,Drenthe,26.0,0.0,0.0,0.6,0.0,2.38
2020-06-09,Drenthe,26.0,0.0,0.0,0.51,0.0,2.24
2020-06-10,Drenthe,26.0,1.0,0.0,0.52,0.0,2.26
2020-06-11,Drenthe,26.0,1.0,0.0,0.52,0.0,2.28
2020-06-12,Drenthe,26.0,0.0,0.0,0.53,0.0,2.3
2020-06-13,Drenthe,26.0,0.0,0.0,0.53,0.0,2.32
2020-06-14,Drenthe,26.0,2.0,0.0,0.53,0.0,2.34
2020-06-15,Drenthe,26.0,1.0,0.0,0.54,0.0,2.36
2020-06-16,Drenthe,26.0,0.0,0.0,0.54,0.0,2.38
2020-06-17,Drenthe,26.0,2.0,0.0,0.54,0.0,2.39
2020-06-18,Drenthe,26.0,1.0,0.0,0.54,0.0,2.4
2020-06-19,Drenthe,26.0,0.0,1.0,0.55,0.0,2.42
2020-06-20,Drenthe,26.0,1.0,0.0,0.55,0.0,2.43
2020-06-21,Drenthe,26.0,0.0,0.0,0.55,0.0,2.44
2020-06-22,Drenthe,26.0,0.0,0.0,0.55,0.0,2.45
2020-06-23,Drenthe,26.0,0.0,0.0,0.55,0.0,2.47
2020-06-24,Drenthe,26.0,0.0,0.0,0.56,0.0,2.48
2020-06-25,Drenthe,26.0,0.0,0.0,0.56,0.0,2.49
2020-06-26,Drenthe,26.0,0.0,0.0,0.56,0.0,2.5
2020-06-27,Drenthe,26.0,0.0,0.0,0.56,0.0,2.5
2020-06-28,Drenthe,26.0,0.0,0.0,0.56,0.0,2.51
2020-06-29,Drenthe,26.0,0.0,0.0,0.56,0.0,2.52
2020-06-30,Drenthe,26.0,0.0,0.0,0.56,0.0,2.53
2020-07-01,Drenthe,26.0,0.0,0.0,0.57,0.0,2.53
2020-07-02,Drenthe,26.0,0.0,0.0,0.57,0.0,2.54
2020-07-03,Drenthe,26.0,0.0,0.0,0.57,0.0,2.55
2020-07-04,Drenthe,26.0,0.0,0.0,0.57,0.0,2.55
2020-07-05,Drenthe,26.0,0.0,0.0,0.57,0.0,2.56
2020-07-06,Drenthe,26.0,1.0,0.0,0.57,0.0,2.56
2020-07-07,Drenthe,26.0,0.0,0.0,0.57,0.0,2.57
2020-07-08,Drenthe,26.0,0.0,0.0,0.57,0.0,2.57
2020-07-09,Drenthe,26.0,0.0,0.0,0.57,0.0,2.58
2020-07-10,Drenthe,26.0,1.0,0.0,0.58,0.0,2.58
2020-07-11,Drenthe,26.0,0.0,0.0,0.58,0.0,2.59
2020-07-12,Drenthe,26.0,0.0,0.0,0.58,0.0,2.59
2020-07-13,Drenthe,26.0,0.0,0.0,0.58,0.0,2.59
2020-07-14,Drenthe,26.0,0.0,0.0,0.58,0.0,2.6
2020-07-15,Drenthe,26.0,1.0,0.0,0.58,0.0,2.6
2020-07-16,Drenthe,26.0,0.0,0.0,0.58,0.0,2.6
2020-07-17,Drenthe,26.0,2.0,0.0,0.74,0.0,2.78
2020-07-18,Drenthe,26.0,3.0,0.0,0.74,0.0,2.74
2020-07-19,Drenthe,26.0,0.0,0.0,0.73,0.0,2.71
2020-07-20,Drenthe,26.0,0.0,0.0,0.72,0.0,2.68
2020-07-21,Drenthe,26.0,1.0,0.0,0.71,0.0,2.65
2020-07-22,Drenthe,26.0,2.0,0.0,0.7,0.0,2.62
2020-07-23,Drenthe,26.0,3.0,0.0,0.69,0.0,2.6
2020-07-24,Drenthe,26.0,1.0,0.0,0.69,0.0,2.58
2020-07-25,Drenthe,26.0,2.0,0.0,0.68,0.0,2.56
2020-07-26,Drenthe,26.0,1.0,0.0,0.54,0.0,2.4
2020-07-27,Drenthe,26.0,0.0,0.0,0.54,0.0,2.42
2020-07-28,Drenthe,26.0,0.0,0.0,0.55,0.0,2.43
2020-07-29,Drenthe,26.0,0.0,0.0,0.55,0.0,2.44
2020-07-30,Drenthe,26.0,1.0,0.0,0.56,0.0,2.46
2020-07-31,Drenthe,26.0,1.0,0.0,0.56,0.0,2.47
2020-08-01,Drenthe,26.0,1.0,0.0,0.56,0.0,2.48
2020-08-02,Drenthe,26.0,1.0,0.0,0.56,0.0,2.49
2020-08-03,Drenthe,26.0,1.0,0.0,0.7,0.0,2.66
2020-08-04,Drenthe,26.0,0.0,0.0,0.7,0.0,2.63
2020-08-05,Drenthe,26.0,5.0,0.0,0.69,0.0,2.61
2020-08-06,Drenthe,26.0,3.0,0.0,0.94,0.0,2.75
2020-08-07,Drenthe,26.0,1.0,0.0,0.92,0.0,2.69
2020-08-08,Drenthe,26.0,3.0,0.0,0.91,0.0,2.64
2020-08-09,Drenthe,26.0,5.0,0.0,0.88,0.0,2.59
2020-08-10,Drenthe,26.0,0.0,0.0,0.63,0.0,2.42
2020-08-11,Drenthe,26.0,2.0,0.0,0.62,0.0,2.41
2020-08-12,Drenthe,26.0,2.0,0.0,0.62,0.0,2.41
2020-08-13,Drenthe,26.0,3.0,0.0,0.62,0.0,2.41
2020-08-14,Drenthe,26.0,1.0,0.0,0.62,0.0,2.4
2020-08-15,Drenthe,26.0,2.0,0.0,0.62,0.0,2.4
2020-08-16,Drenthe,26.0,1.0,0.0,0.62,0.0,2.4
2020-08-17,Drenthe,26.0,3.0,0.0,0.62,0.0,2.4
2020-08-18,Drenthe,26.0,1.0,0.0,0.62,0.0,2.39
2020-08-19,Drenthe,26.0,2.0,0.0,0.62,0.0,2.39
2020-08-20,Drenthe,26.0,3.0,0.0,0.61,0.0,2.39
2020-08-21,Drenthe,26.0,2.0,0.0,0.79,0.0,2.52
2020-08-22,Drenthe,26.0,3.0,0.0,0.78,0.0,2.49
2020-08-23,Drenthe,26.0,4.0,0.0,0.77,0.0,2.46
2020-08-24,Drenthe,26.0,0.0,0.0,0.59,0.0,2.31
2020-08-25,Drenthe,26.0,3.0,0.0,0.59,0.0,2.32
2020-08-26,Drenthe,26.0,1.0,0.0,0.59,0.0,2.32
2020-08-27,Drenthe,26.0,2.0,0.0,0.59,0.0,2.32
2020-08-28,Drenthe,26.0,1.0,0.0,0.51,0.0,2.2
2020-08-29,Drenthe,26.0,1.0,0.0,0.51,0.0,2.22
2020-08-30,Drenthe,26.0,2.0,0.0,0.52,0.0,2.25
2020-08-31,Drenthe,26.0,1.0,0.0,0.52,0.0,2.27
2020-09-01,Drenthe,26.0,0.0,0.0,0.53,0.0,2.29
2020-09-02,Drenthe,26.0,0.0,0.0,0.63,0.0,2.45
2020-09-03,Drenthe,26.0,2.0,0.0,0.63,0.0,2.44
2020-09-04,Drenthe,26.0,3.0,0.0,0.63,0.0,2.44
2020-09-05,Drenthe,26.0,2.0,0.0,0.81,0.0,2.57
2020-09-06,Drenthe,26.0,3.0,0.0,0.8,0.0,2.53
2020-09-07,Drenthe,26.0,6.0,0.0,1.03,0.0,2.64
2020-09-08,Drenthe,26.0,0.0,0.0,1.0,0.0,2.58
2020-09-09,Drenthe,26.0,4.0,0.0,0.98,0.0,2.52
2020-09-10,Drenthe,26.0,7.0,0.0,0.95,0.0,2.48
2020-09-11,Drenthe,26.0,1.0,0.0,0.93,0.0,2.44
2020-09-12,Drenthe,26.0,5.0,0.0,1.1,0.0,2.52
2020-09-13,Drenthe,26.0,8.0,0.0,1.24,0.0,2.58
2020-09-14,Drenthe,26.0,5.0,0.0,1.35,0.06,2.66
2020-09-15,Drenthe,26.0,8.0,0.0,1.56,0.12,2.81
2020-09-16,Drenthe,26.0,10.0,0.0,1.7,0.24,2.93
2020-09-17,Drenthe,26.0,15.0,0.0,1.88,0.44,3.1
2020-09-18,Drenthe,26.0,18.0,0.0,2.06,0.7,3.24
2020-09-19,Drenthe,26.0,15.0,0.0,2.06,0.81,3.18
2020-09-20,Drenthe,26.0,24.0,0.0,2.09,0.9,3.12
2020-09-21,Drenthe,26.0,44.0,0.0,2.02,0.91,2.99
2020-09-22,Drenthe,26.0,17.0,0.0,2.05,1.0,2.96
2020-09-23,Drenthe,26.0,35.0,1.0,2.03,1.04,2.89
2020-09-24,Drenthe,26.0,46.0,0.0,1.95,1.0,2.76
2020-09-25,Drenthe,26.0,63.0,0.0,1.94,1.05,2.73
2020-09-26,Drenthe,26.0,33.0,3.0,1.88,1.02,2.63
2020-09-27,Drenthe,26.0,47.0,0.0,1.72,0.93,2.48
2020-09-28,Drenthe,26.0,102.0,0.0,1.57,0.77,2.29
2020-09-29,Drenthe,26.0,45.0,1.0,1.4,0.58,2.09
2020-09-30,Drenthe,26.0,30.0,1.0,1.3,0.5,2.0
2020-10-01,Drenthe,26.0,49.0,2.0,1.23,0.42,1.92
2020-10-02,Drenthe,26.0,73.0,0.0,1.23,0.42,1.92
2020-10-03,Drenthe,26.0,57.0,2.0,1.26,0.46,1.95
2020-10-04,Drenthe,26.0,66.0,0.0,1.22,0.42,1.9
2020-10-05,Drenthe,26.0,73.0,0.0,1.19,0.39,1.86
2020-10-06,Drenthe,26.0,40.0,6.0,1.23,0.44,1.9
2020-10-07,Drenthe,26.0,54.0,1.0,1.46,0.72,2.15
2020-10-08,Drenthe,26.0,97.0,2.0,1.85,1.13,2.5
2020-10-09,Drenthe,26.0,97.0,0.0,2.14,1.47,2.75
2020-10-10,Drenthe,26.0,161.0,0.0,2.2,1.58,2.77
2020-10-11,Drenthe,26.0,221.0,0.0,2.01,1.43,2.55
2020-10-12,Drenthe,26.0,205.0,0.0,1.7,1.11,2.2
2020-10-13,Drenthe,26.0,133.0,0.0,1.4,0.85,1.92
2020-10-14,Drenthe,26.0,131.0,5.0,1.15,0.57,1.65
2020-10-15,Drenthe,26.0,179.0,0.0,1.05,0.47,1.56
2020-10-16,Drenthe,26.0,151.0,2.0,1.11,0.52,1.62
2020-10-17,Drenthe,26.0,139.0,0.0,1.18,0.6,1.69
2020-10-18,Drenthe,26.0,210.0,0.0,1.15,0.59,1.67
2020-10-19,Drenthe,26.0,209.0,0.0,1.05,0.47,1.55
2020-10-20,Drenthe,26.0,147.0,0.0,0.94,0.37,1.45
2020-10-21,Drenthe,26.0,126.0,2.0,0.83,0.24,1.33
2020-10-22,Drenthe,26.0,151.0,1.0,0.75,0.16,1.25
2020-10-23,Drenthe,26.0,152.0,1.0,0.78,0.18,1.29
2020-10-24,Drenthe,26.0,122.0,1.0,0.83,0.22,1.35
2020-10-25,Drenthe,26.0,168.0,0.0,0.82,0.21,1.34
2020-10-26,Drenthe,26.0,139.0,3.0,0.71,0.11,1.22
2020-10-27,Drenthe,26.0,124.0,1.0,0.64,0.06,1.15
2020-10-28,Drenthe,26.0,83.0,0.0,0.67,0.09,1.2
2020-10-29,Drenthe,26.0,94.0,0.0,0.76,0.17,1.33
2020-10-30,Drenthe,26.0,136.0,1.0,0.91,0.3,1.5
2020-10-31,Drenthe,26.0,155.0,1.0,0.98,0.31,1.52
2020-11-01,Drenthe,26.0,130.0,1.0,0.98,0.33,1.53
2020-11-02,Drenthe,26.0,121.0,0.0,0.85,0.22,1.4
2020-11-03,Drenthe,26.0,87.0,2.0,0.71,0.08,1.23
2020-11-04,Drenthe,26.0,100.0,3.0,0.64,0.06,1.18
2020-11-05,Drenthe,26.0,86.0,0.0,0.66,0.07,1.22
2020-11-06,Drenthe,26.0,106.0,2.0,0.71,0.11,1.29
2020-11-07,Drenthe,26.0,108.0,1.0,0.71,0.06,1.26
2020-11-08,Drenthe,26.0,91.0,1.0,0.69,0.07,1.26
2020-11-09,Drenthe,26.0,73.0,0.0,0.64,0.04,1.21
2020-11-10,Drenthe,26.0,65.0,2.0,0.6,0.02,1.17
2020-11-11,Drenthe,26.0,84.0,2.0,0.64,0.02,1.21
2020-11-12,Drenthe,26.0,78.0,0.0,0.72,0.06,1.31
2020-11-13,Drenthe,26.0,77.0,2.0,0.87,0.17,1.49
2020-11-14,Drenthe,26.0,78.0,1.0,0.92,0.19,1.53
2020-11-15,Drenthe,26.0,79.0,1.0,1.04,0.33,1.68
2020-11-16,Drenthe,26.0,103.0,2.0,1.02,0.3,1.64
2020-11-17,Drenthe,26.0,64.0,0.0,1.04,0.3,1.64
2020-11-18,Drenthe,26.0,138.0,4.0,1.12,0.41,1.74
2020-11-19,Drenthe,26.0,20.0,0.0,1.15,0.44,1.76
2020-11-20,Drenthe,26.0,106.0,0.0,1.21,0.53,1.83
2020-11-21,Drenthe,26.0,154.0,1.0,1.21,0.55,1.83
2020-11-22,Drenthe,26.0,90.0,0.0,1.08,0.41,1.68
2020-11-23,Drenthe,26.0,105.0,2.0,1.01,0.33,1.6
2020-11-24,Drenthe,26.0,61.0,1.0,0.85,0.18,1.43
2020-11-25,Drenthe,26.0,83.0,1.0,0.74,0.1,1.32
2020-11-26,Drenthe,26.0,89.0,1.0,0.75,0.1,1.34
2020-11-27,Drenthe,26.0,76.0,1.0,0.73,0.08,1.32
2020-11-28,Drenthe,26.0,91.0,3.0,0.71,0.06,1.3
2020-11-29,Drenthe,26.0,53.0,0.0,0.66,0.04,1.26
2020-11-30,Drenthe,26.0,73.0,0.0,0.71,0.05,1.31
2020-12-01,Drenthe,26.0,53.0,2.0,0.77,0.09,1.39
2020-12-02,Drenthe,26.0,80.0,0.0,0.93,0.21,1.58
2020-12-03,Drenthe,26.0,83.0,0.0,1.1,0.34,1.74
2020-12-04,Drenthe,26.0,77.0,0.0,1.17,0.42,1.8
2020-12-05,Drenthe,26.0,108.0,1.0,1.17,0.47,1.82
2020-12-06,Drenthe,26.0,78.0,1.0,1.16,0.44,1.78
2020-12-07,Drenthe,26.0,91.0,0.0,1.2,0.52,1.84
2020-12-08,Drenthe,26.0,71.0,0.0,1.3,0.62,1.92
2020-12-09,Drenthe,26.0,115.0,0.0,1.4,0.74,2.01
2020-12-10,Drenthe,26.0,136.0,1.0,1.65,1.0,2.23
2020-12-11,Drenthe,26.0,131.0,0.0,1.77,1.13,2.31
2020-12-12,Drenthe,26.0,128.0,0.0,1.72,1.11,2.24
2020-12-13,Drenthe,26.0,258.0,0.0,1.65,1.08,2.17
2020-12-14,Drenthe,26.0,189.0,1.0,1.59,1.04,2.1
2020-12-15,Drenthe,26.0,102.0,0.0,1.57,1.01,2.05
2020-12-16,Drenthe,26.0,233.0,1.0,1.66,1.12,2.13
2020-12-17,Drenthe,26.0,292.0,0.0,1.65,1.11,2.09
2020-12-18,Drenthe,26.0,255.0,1.0,1.6,1.09,2.04
2020-12-19,Drenthe,26.0,328.0,1.0,1.46,0.96,1.89
2020-12-20,Drenthe,26.0,293.0,0.0,1.17,0.7,1.62
2020-12-21,Drenthe,26.0,236.0,1.0,0.95,0.47,1.4
2020-12-22,Drenthe,26.0,232.0,0.0,0.86,0.35,1.3
2020-12-23,Drenthe,26.0,215.0,2.0,0.85,0.34,1.3
2020-12-24,Drenthe,26.0,235.0,0.0,0.86,0.35,1.32
2020-12-25,Drenthe,26.0,279.0,6.0,0.89,0.36,1.34
2020-12-26,Drenthe,26.0,256.0,1.0,0.85,0.33,1.31
2020-12-27,Drenthe,26.0,185.0,3.0,0.82,0.28,1.27
2020-12-28,Drenthe,26.0,190.0,1.0,0.89,0.35,1.35
2020-12-29,Drenthe,26.0,208.0,1.0,0.97,0.43,1.43
2020-12-30,Drenthe,26.0,244.0,0.0,1.08,0.56,1.55
2020-12-31,Drenthe,26.0,297.0,2.0,1.17,0.64,1.62
2021-01-01,Drenthe,26.0,235.0,2.0,1.1,0.57,1.54
2021-01-02,Drenthe,26.0,215.0,0.0,0.98,0.46,1.43
2021-01-03,Drenthe,26.0,269.0,1.0,0.81,0.28,1.26
2021-01-04,Drenthe,26.0,187.0,4.0,0.74,0.2,1.19
2021-01-05,Drenthe,26.0,191.0,3.0,0.77,0.22,1.23
2021-01-06,Drenthe,26.0,166.0,9.0,0.89,0.34,1.36
2021-01-07,Drenthe,26.0,243.0,5.0,0.96,0.41,1.43
2021-01-08,Drenthe,26.0,224.0,6.0,1.03,0.47,1.49
2021-01-09,Drenthe,26.0,245.0,6.0,0.93,0.4,1.41
2021-01-10,Drenthe,26.0,199.0,1.0,0.82,0.26,1.28
2021-01-11,Drenthe,26.0,174.0,3.0,0.75,0.2,1.22
2021-01-12,Drenthe,26.0,129.0,6.0,0.75,0.22,1.25
2021-01-13,Drenthe,26.0,185.0,4.0,0.78,0.22,1.27
2021-01-14,Drenthe,26.0,236.0,6.0,0.83,0.28,1.34
2021-01-15,Drenthe,26.0,183.0,14.0,0.8,0.21,1.28
2021-01-16,Drenthe,26.0,123.0,2.0,0.69,0.13,1.18
2021-01-17,Drenthe,26.0,157.0,0.0,0.58,0.03,1.04
2021-01-18,Drenthe,26.0,135.0,2.0,0.53,0.02,1.01
2021-01-19,Drenthe,26.0,103.0,6.0,0.62,0.06,1.12
2021-01-20,Drenthe,26.0,138.0,1.0,0.74,0.15,1.27
2021-01-21,Drenthe,26.0,158.0,6.0,0.76,0.14,1.28
2021-01-22,Drenthe,26.0,136.0,2.0,0.8,0.19,1.34
2021-01-23,Drenthe,26.0,108.0,4.0,0.75,0.14,1.28
2021-01-24,Drenthe,26.0,113.0,3.0,0.66,0.08,1.19
2021-01-25,Drenthe,26.0,123.0,1.0,0.61,0.01,1.11
2021-01-26,Drenthe,26.0,76.0,0.0,0.63,0.04,1.16
2021-01-27,Drenthe,26.0,109.0,0.0,0.73,0.11,1.29
2021-01-28,Drenthe,26.0,110.0,3.0,0.85,0.19,1.42
2021-01-29,Drenthe,26.0,100.0,2.0,0.93,0.25,1.5
2021-01-30,Drenthe,26.0,118.0,0.0,0.99,0.31,1.56
2021-01-31,Drenthe,26.0,123.0,3.0,1.01,0.35,1.59
2021-02-01,Drenthe,26.0,104.0,0.0,1.04,0.37,1.61
2021-02-02,Drenthe,26.0,94.0,4.0,1.05,0.39,1.62
2021-02-03,Drenthe,26.0,124.0,3.0,1.09,0.46,1.68
2021-02-04,Drenthe,26.0,149.0,2.0,1.08,0.41,1.63
2021-02-05,Drenthe,26.0,86.0,1.0,1.07,0.43,1.64
2021-02-06,Drenthe,26.0,141.0,3.0,0.89,0.24,1.44
2021-02-07,Drenthe,26.0,109.0,1.0,0.71,0.08,1.24
2021-02-08,Drenthe,26.0,107.0,0.0,0.52,0.0,1.05
2021-02-09,Drenthe,26.0,21.0,6.0,0.58,0.0,1.12
2021-02-10,Drenthe,26.0,81.0,1.0,0.85,0.18,1.45
2021-02-11,Drenthe,26.0,81.0,1.0,1.19,0.51,1.81
2021-02-12,Drenthe,26.0,170.0,4.0,1.46,0.81,2.06
2021-02-13,Drenthe,26.0,184.0,1.0,1.49,0.86,2.06
2021-02-14,Drenthe,26.0,108.0,1.0,1.24,0.61,1.79
2021-02-15,Drenthe,26.0,128.0,1.0,1.07,0.43,1.61
2021-02-16,Drenthe,26.0,107.0,0.0,0.95,0.33,1.51
2021-02-17,Drenthe,26.0,62.0,1.0,1.02,0.37,1.57
2021-02-18,Drenthe,26.0,166.0,2.0,1.16,0.54,1.73
2021-02-19,Drenthe,26.0,161.0,1.0,1.18,0.54,1.72
2021-02-20,Drenthe,26.0,157.0,0.0,1.06,0.43,1.6
2021-02-21,Drenthe,26.0,113.0,0.0,0.91,0.27,1.44
2021-02-22,Drenthe,26.0,99.0,0.0,0.77,0.15,1.3
2021-02-23,Drenthe,26.0,88.0,3.0,0.77,0.14,1.31
2021-02-24,Drenthe,26.0,86.0,0.0,0.96,0.3,1.52
2021-02-25,Drenthe,26.0,168.0,1.0,1.12,0.46,1.68
2021-02-26,Drenthe,26.0,141.0,7.0,1.15,0.55,1.74
2021-02-27,Drenthe,26.0,154.0,2.0,1.15,0.52,1.7
2021-02-28,Drenthe,26.0,113.0,1.0,1.06,0.44,1.61
2021-03-01,Drenthe,26.0,87.0,1.0,0.99,0.36,1.53
2021-03-02,Drenthe,26.0,162.0,0.0,0.99,0.35,1.53
2021-03-03,Drenthe,26.0,129.0,9.0,0.99,0.35,1.53
2021-03-04,Drenthe,26.0,137.0,1.0,0.97,0.34,1.52
2021-03-05,Drenthe,26.0,118.0,3.0,0.9,0.26,1.44
2021-03-06,Drenthe,26.0,123.0,1.0,0.78,0.15,1.31
2021-03-07,Drenthe,26.0,102.0,2.0,0.82,0.17,1.36
2021-03-08,Drenthe,26.0,86.0,2.0,0.93,0.3,1.51
2021-03-09,Drenthe,26.0,117.0,2.0,1.09,0.43,1.65
2021-03-10,Drenthe,26.0,166.0,1.0,1.24,0.63,1.82
